word,num_1421,freq_1421
深理,2,1.2541799554203703e-05
善女人,1,6.270899777101851e-06
說罪,8,5.016719821681481e-05
天樂,4,2.5083599108407405e-05
衰,7,4.389629843971296e-05
優波提舍,6,3.762539866261111e-05
五師,1,6.270899777101851e-06
大戒,5,3.135449888550926e-05
破正命,6,3.762539866261111e-05
大婆羅門,2,1.2541799554203703e-05
平等,6,3.762539866261111e-05
四十九日,1,6.270899777101851e-06
五德,1,6.270899777101851e-06
阿浮呵那,19,0.00011914709576493518
剃髮,9,5.643809799391666e-05
神力,20,0.00012541799554203703
大悲,1,6.270899777101851e-06
必墮無間,1,6.270899777101851e-06
世尊,667,0.004182690151326935
說經,1,6.270899777101851e-06
如電,1,6.270899777101851e-06
剃頭,18,0.00011287619598783332
現證,1,6.270899777101851e-06
富蘭那迦葉,1,6.270899777101851e-06
羅漢比丘,2,1.2541799554203703e-05
五比丘,8,5.016719821681481e-05
無言,4,2.5083599108407405e-05
大智,1,6.270899777101851e-06
體,53,0.00033235768818639814
一搩手,2,1.2541799554203703e-05
五家,1,6.270899777101851e-06
惡行,39,0.0002445650913069722
五寶,1,6.270899777101851e-06
不還,19,0.00011914709576493518
遠塵離垢,20,0.00012541799554203703
願身,1,6.270899777101851e-06
至人,1,6.270899777101851e-06
大會,16,0.00010033439643362962
善處,2,1.2541799554203703e-05
波闍波提,18,0.00011287619598783332
女色,4,2.5083599108407405e-05
仰,16,0.00010033439643362962
依止,123,0.0007713206725835278
五大,1,6.270899777101851e-06
瘡,23,0.0001442306948733426
最勝,6,3.762539866261111e-05
箜篌,1,6.270899777101851e-06
五因,3,1.8812699331305554e-05
大樹,5,3.135449888550926e-05
蘇摩鉢,3,1.8812699331305554e-05
通夜,4,2.5083599108407405e-05
實有,8,5.016719821681481e-05
百味,1,6.270899777101851e-06
安忍,1,6.270899777101851e-06
長者子,6,3.762539866261111e-05
觀,111,0.0006960698752583055
僧伽,172,0.0010785947616615186
灌頂,4,2.5083599108407405e-05
安居,271,0.0016994138395946018
明利,1,6.270899777101851e-06
娑婆,2,1.2541799554203703e-05
五味,1,6.270899777101851e-06
五善,1,6.270899777101851e-06
世善,2,1.2541799554203703e-05
仙,15,9.406349665652778e-05
體性,1,6.270899777101851e-06
羯磨阿闍梨,2,1.2541799554203703e-05
夏坐,1,6.270899777101851e-06
量,90,0.0005643809799391667
盲冥,1,6.270899777101851e-06
比丘尼戒,2,1.2541799554203703e-05
石蜜,26,0.00016304339420464815
尋,28,0.00017558519375885184
五分,3,1.8812699331305554e-05
外用,2,1.2541799554203703e-05
百僧,3,1.8812699331305554e-05
資生,1,6.270899777101851e-06
眼,100,0.0006270899777101851
依怙,3,1.8812699331305554e-05
誦經,17,0.00010660529621073148
法供養,1,6.270899777101851e-06
十因緣,2,1.2541799554203703e-05
禪思,2,1.2541799554203703e-05
大法,1,6.270899777101851e-06
慧生,7,4.389629843971296e-05
邪道,2,1.2541799554203703e-05
鼠,7,4.389629843971296e-05
兔,1,6.270899777101851e-06
夏,30,0.00018812699331305555
大惡象,1,6.270899777101851e-06
大海,5,3.135449888550926e-05
白法,1,6.270899777101851e-06
聖眾,1,6.270899777101851e-06
世人,6,3.762539866261111e-05
世俗,5,3.135449888550926e-05
十家,2,1.2541799554203703e-05
大王,10,6.270899777101851e-05
三明六通,2,1.2541799554203703e-05
僧坊,90,0.0005643809799391667
長物,1,6.270899777101851e-06
優多,9,5.643809799391666e-05
深妙,1,6.270899777101851e-06
劫,58,0.00036371218707190737
念誦,1,6.270899777101851e-06
念言,38,0.00023829419152987037
十如,4,2.5083599108407405e-05
施僧,44,0.0002759195901924815
天祠,2,1.2541799554203703e-05
天神,4,2.5083599108407405e-05
十戒,2,1.2541799554203703e-05
善逝,3,1.8812699331305554e-05
賓頭,18,0.00011287619598783332
十夜,3,1.8812699331305554e-05
說法,193,0.0012102836569806573
阿含,5,3.135449888550926e-05
我法,15,9.406349665652778e-05
墳,1,6.270899777101851e-06
說欲,7,4.389629843971296e-05
身心,1,6.270899777101851e-06
渴愛,1,6.270899777101851e-06
四事供養,2,1.2541799554203703e-05
大眾,34,0.00021321059242146296
貪,33,0.0002069396926443611
近住,1,6.270899777101851e-06
觀察,4,2.5083599108407405e-05
長生,15,9.406349665652778e-05
尼連禪,3,1.8812699331305554e-05
教外,1,6.270899777101851e-06
夏末,2,1.2541799554203703e-05
壞色,15,9.406349665652778e-05
阿傍,1,6.270899777101851e-06
婬欲,25,0.00015677249442754628
稽首,10,6.270899777101851e-05
大界,9,5.643809799391666e-05
身受,2,1.2541799554203703e-05
十一法,1,6.270899777101851e-06
十利,54,0.0003386285879635
塵垢,3,1.8812699331305554e-05
指環,1,6.270899777101851e-06
他心智,2,1.2541799554203703e-05
見,1201,0.007531350632299324
指,77,0.0004828592828368426
惑,7,4.389629843971296e-05
我慢,1,6.270899777101851e-06
天王,18,0.00011287619598783332
我愚,3,1.8812699331305554e-05
身光,1,6.270899777101851e-06
身入,3,1.8812699331305554e-05
圍遶,12,7.525079732522222e-05
看病,28,0.00017558519375885184
我所,40,0.00025083599108407405
深入,1,6.270899777101851e-06
慧力,1,6.270899777101851e-06
按摩,3,1.8812699331305554e-05
十六,14,8.779259687942592e-05
夜摩,13,8.152169710232407e-05
不覺,16,0.00010033439643362962
十因,2,1.2541799554203703e-05
不見,114,0.000714882574589611
祇林,1,6.270899777101851e-06
外教,1,6.270899777101851e-06
瞿伽離,3,1.8812699331305554e-05
天眼,6,3.762539866261111e-05
法眼淨,31,0.0001943978930901574
耆闍,7,4.389629843971296e-05
通披,2,1.2541799554203703e-05
說戒,134,0.0008403005701316482
四種諍,1,6.270899777101851e-06
取果,1,6.270899777101851e-06
晨朝,34,0.00021321059242146296
祇支,6,3.762539866261111e-05
六神通,4,2.5083599108407405e-05
如語,1,6.270899777101851e-06
蓮華,19,0.00011914709576493518
如說,1,6.270899777101851e-06
念處,5,3.135449888550926e-05
僧堂,2,1.2541799554203703e-05
十善,3,1.8812699331305554e-05
不請,13,8.152169710232407e-05
身命,6,3.762539866261111e-05
維衛佛,1,6.270899777101851e-06
重閣講堂,5,3.135449888550926e-05
講堂,22,0.00013795979509624074
出世間,1,6.270899777101851e-06
我有,20,0.00012541799554203703
上首,1,6.270899777101851e-06
逆順,1,6.270899777101851e-06
阿難陀,2,1.2541799554203703e-05
教,551,0.0034552657771831203
向上,1,6.270899777101851e-06
跋難陀,178,0.0011162201603241296
毘舍遮,5,3.135449888550926e-05
妙法,58,0.00036371218707190737
漏盡明,1,6.270899777101851e-06
敷具,8,5.016719821681481e-05
禪那,2,1.2541799554203703e-05
惡言,3,1.8812699331305554e-05
婆城,7,4.389629843971296e-05
見聞,34,0.00021321059242146296
見者,6,3.762539866261111e-05
六群比丘尼,4,2.5083599108407405e-05
學徒,1,6.270899777101851e-06
歸依僧,1,6.270899777101851e-06
依,231,0.0014485778485105276
梵行,167,0.0010472402627760091
菩提,6,3.762539866261111e-05
聽衣,1,6.270899777101851e-06
華,80,0.0005016719821681481
見處,3,1.8812699331305554e-05
摩尼,14,8.779259687942592e-05
所化,1,6.270899777101851e-06
瓶,54,0.0003386285879635
方相,4,2.5083599108407405e-05
冥,2,1.2541799554203703e-05
睡,13,8.152169710232407e-05
幻,4,2.5083599108407405e-05
辯才,3,1.8812699331305554e-05
迦維羅衛,9,5.643809799391666e-05
地人,2,1.2541799554203703e-05
毘舍離,36,0.00022575239197566665
濟度,1,6.270899777101851e-06
地上,5,3.135449888550926e-05
地中,6,3.762539866261111e-05
疑,248,0.0015551831447212592
滅後,1,6.270899777101851e-06
那羅摩納,2,1.2541799554203703e-05
知法,15,9.406349665652778e-05
婆羅,142,0.0008904677683484629
知浴,1,6.270899777101851e-06
緣,188,0.001178929158095148
如法治,8,5.016719821681481e-05
知淨,1,6.270899777101851e-06
大火聚,1,6.270899777101851e-06
滅度,1,6.270899777101851e-06
參問,1,6.270899777101851e-06
忍,311,0.0019502498306786758
繫著,2,1.2541799554203703e-05
正業,1,6.270899777101851e-06
捨戒,51,0.00031981588863219445
白佛,1298,0.008139627910678203
愛別離苦,1,6.270899777101851e-06
僧祇支,6,3.762539866261111e-05
狐,21,0.00013168889531913887
力者,1,6.270899777101851e-06
雲集,1,6.270899777101851e-06
迦毘羅,1,6.270899777101851e-06
持戒,36,0.00022575239197566665
白四羯磨,57,0.0003574412872948055
堪忍,2,1.2541799554203703e-05
提樹,6,3.762539866261111e-05
下種,2,1.2541799554203703e-05
隨宜,5,3.135449888550926e-05
火淨,3,1.8812699331305554e-05
論議,12,7.525079732522222e-05
電,2,1.2541799554203703e-05
意樂,1,6.270899777101851e-06
始覺,1,6.270899777101851e-06
己界,2,1.2541799554203703e-05
提桓,8,5.016719821681481e-05
善鬼神,1,6.270899777101851e-06
火法,3,1.8812699331305554e-05
香華,1,6.270899777101851e-06
遠離,13,8.152169710232407e-05
語善,1,6.270899777101851e-06
教勅,7,4.389629843971296e-05
菩薩道,1,6.270899777101851e-06
蘇摩,7,4.389629843971296e-05
火爐,2,1.2541799554203703e-05
佉闍尼,2,1.2541799554203703e-05
憐愍,23,0.0001442306948733426
使,434,0.0027215705032622036
上衣,4,2.5083599108407405e-05
消滅,1,6.270899777101851e-06
摩梨尼,3,1.8812699331305554e-05
兜率,1,6.270899777101851e-06
十,476,0.0029849482939004815
學人,3,1.8812699331305554e-05
唄,8,5.016719821681481e-05
照鏡,2,1.2541799554203703e-05
四天王天,3,1.8812699331305554e-05
合下,2,1.2541799554203703e-05
了達,2,1.2541799554203703e-05
三種色,2,1.2541799554203703e-05
瞿師羅園,2,1.2541799554203703e-05
心念口言,4,2.5083599108407405e-05
尼薩耆,96,0.0006020063786017777
婆蹉,12,7.525079732522222e-05
懺,7,4.389629843971296e-05
億,48,0.00030100318930088887
問訊,69,0.00043269208462002777
廣說,14,8.779259687942592e-05
中天,2,1.2541799554203703e-05
曼陀羅,1,6.270899777101851e-06
蒲闍尼,1,6.270899777101851e-06
伺,18,0.00011287619598783332
解了,1,6.270899777101851e-06
提羅,1,6.270899777101851e-06
眼智明覺,1,6.270899777101851e-06
波斯,38,0.00023829419152987037
所作,59,0.00036998308684900926
吉祥,4,2.5083599108407405e-05
波旬,11,6.897989754812037e-05
禪行,12,7.525079732522222e-05
德天,1,6.270899777101851e-06
受食,48,0.00030100318930088887
火神,6,3.762539866261111e-05
衢,12,7.525079732522222e-05
我,2425,0.01520693195947199
婆沙,1,6.270899777101851e-06
彼岸,1,6.270899777101851e-06
歸依佛,10,6.270899777101851e-05
底下,2,1.2541799554203703e-05
露地坐,6,3.762539866261111e-05
房,304,0.001906353532238963
宿命明,1,6.270899777101851e-06
貪著,7,4.389629843971296e-05
叉手,2,1.2541799554203703e-05
七滅諍,2,1.2541799554203703e-05
兜羅,5,3.135449888550926e-05
誦,107,0.0006709862761498981
前安居,15,9.406349665652778e-05
吉羅,644,0.004038459456453592
說四依,5,3.135449888550926e-05
微行,1,6.270899777101851e-06
波提,25,0.00015677249442754628
龕,1,6.270899777101851e-06
拄杖,9,5.643809799391666e-05
乾闥,1,6.270899777101851e-06
慳貪,3,1.8812699331305554e-05
同行,3,1.8812699331305554e-05
正法律,4,2.5083599108407405e-05
闥婆,1,6.270899777101851e-06
徒眾,6,3.762539866261111e-05
意業,3,1.8812699331305554e-05
等觀,2,1.2541799554203703e-05
清明,1,6.270899777101851e-06
鏡,2,1.2541799554203703e-05
四戒,1,6.270899777101851e-06
毘舍佉母,21,0.00013168889531913887
中流,2,1.2541799554203703e-05
摩竭,19,0.00011914709576493518
納受,5,3.135449888550926e-05
父,158,0.0009908021647820925
下地,4,2.5083599108407405e-05
娑,20,0.00012541799554203703
解界,1,6.270899777101851e-06
羅睺,38,0.00023829419152987037
驅烏,4,2.5083599108407405e-05
十弟子,4,2.5083599108407405e-05
飲食,81,0.00050794288194525
寶車,1,6.270899777101851e-06
摩納,30,0.00018812699331305555
係念,1,6.270899777101851e-06
覆肩衣,3,1.8812699331305554e-05
直說,1,6.270899777101851e-06
牛頭,3,1.8812699331305554e-05
到岸,1,6.270899777101851e-06
等身,1,6.270899777101851e-06
魔波旬,3,1.8812699331305554e-05
烏,16,0.00010033439643362962
起骨,1,6.270899777101851e-06
樂天,1,6.270899777101851e-06
迦留陀夷,7,4.389629843971296e-05
伽陀,19,0.00011914709576493518
那羅陀,1,6.270899777101851e-06
應身,1,6.270899777101851e-06
苦聖諦,6,3.762539866261111e-05
象寶,1,6.270899777101851e-06
自在,19,0.00011914709576493518
中有,56,0.0003511703875177037
天宮,3,1.8812699331305554e-05
愛,100,0.0006270899777101851
要道,1,6.270899777101851e-06
清淨,92,0.0005769227794933704
清涼,1,6.270899777101851e-06
知事,2,1.2541799554203703e-05
橫,8,5.016719821681481e-05
皮衣,2,1.2541799554203703e-05
佛身,5,3.135449888550926e-05
發露,10,6.270899777101851e-05
聲,132,0.0008277587705774444
樹頭,2,1.2541799554203703e-05
發遣,9,5.643809799391666e-05
五盛陰苦,1,6.270899777101851e-06
曇,47,0.000294732289523787
甘蔗,4,2.5083599108407405e-05
故住,2,1.2541799554203703e-05
摩男,6,3.762539866261111e-05
飲酒,14,8.779259687942592e-05
婆婆,6,3.762539866261111e-05
佛見,7,4.389629843971296e-05
波利,12,7.525079732522222e-05
佛記,1,6.270899777101851e-06
佛語,33,0.0002069396926443611
中悔,5,3.135449888550926e-05
佛說,27,0.00016931429398175
耶舍,41,0.0002571068908611759
學,315,0.001975333429787083
寶藏,3,1.8812699331305554e-05
佛讚,7,4.389629843971296e-05
厭,59,0.00036998308684900926
要言,2,1.2541799554203703e-05
伽毘羅,1,6.270899777101851e-06
捨墮,7,4.389629843971296e-05
阿那含果,2,1.2541799554203703e-05
地神,2,1.2541799554203703e-05
米,28,0.00017558519375885184
發起,14,8.779259687942592e-05
摩梨,3,1.8812699331305554e-05
赤色,1,6.270899777101851e-06
清白,7,4.389629843971296e-05
所有,12,7.525079732522222e-05
迦夷,10,6.270899777101851e-05
火光,4,2.5083599108407405e-05
角,23,0.0001442306948733426
吉利,7,4.389629843971296e-05
婆,568,0.0035618710733938516
須陀洹果,1,6.270899777101851e-06
便利,6,3.762539866261111e-05
定共戒,1,6.270899777101851e-06
鉤紐,2,1.2541799554203703e-05
性命,5,3.135449888550926e-05
滅擯,31,0.0001943978930901574
鬼神,27,0.00016931429398175
摩樓,1,6.270899777101851e-06
布施,29,0.00018185609353595368
佛道,2,1.2541799554203703e-05
污染,4,2.5083599108407405e-05
火坑,2,1.2541799554203703e-05
優鉢羅華,2,1.2541799554203703e-05
骨塔,1,6.270899777101851e-06
難陀,245,0.0015363704453899537
持律,37,0.00023202329175276852
四大聲聞,1,6.270899777101851e-06
弘道,1,6.270899777101851e-06
羅摩,2,1.2541799554203703e-05
剎利,2,1.2541799554203703e-05
等至,1,6.270899777101851e-06
眾生根,1,6.270899777101851e-06
婆師,1,6.270899777101851e-06
持僧,1,6.270899777101851e-06
兜率陀,1,6.270899777101851e-06
合掌,32,0.00020066879286725924
窟宅,3,1.8812699331305554e-05
板,4,2.5083599108407405e-05
陵伽,28,0.00017558519375885184
震動,1,6.270899777101851e-06
性,17,0.00010660529621073148
地獄,27,0.00016931429398175
六齋日,1,6.270899777101851e-06
樹下坐,4,2.5083599108407405e-05
境,9,5.643809799391666e-05
乾闥婆,1,6.270899777101851e-06
羅漢,63,0.00039506668595741664
事,1148,0.007198992944112925
種子,25,0.00015677249442754628
甘露,10,6.270899777101851e-05
向火,1,6.270899777101851e-06
繫,44,0.0002759195901924815
忍法,1,6.270899777101851e-06
方便,68,0.0004264211848429259
捨,432,0.002709028703708
食前,12,7.525079732522222e-05
必定,1,6.270899777101851e-06
歸依法,8,5.016719821681481e-05
海,16,0.00010033439643362962
雜藏,1,6.270899777101851e-06
加供,1,6.270899777101851e-06
大威德,10,6.270899777101851e-05
在家,22,0.00013795979509624074
佛教,34,0.00021321059242146296
轉輪王,3,1.8812699331305554e-05
跋陀羅,1,6.270899777101851e-06
敗種,1,6.270899777101851e-06
忿,18,0.00011287619598783332
意解,4,2.5083599108407405e-05
摩頭,1,6.270899777101851e-06
意言,1,6.270899777101851e-06
四無色,1,6.270899777101851e-06
毘婆尸,1,6.270899777101851e-06
意識,1,6.270899777101851e-06
白四,57,0.0003574412872948055
鉤,16,0.00010033439643362962
尼陀那,1,6.270899777101851e-06
中論,1,6.270899777101851e-06
不如法,73,0.00045777568372843514
廣大,3,1.8812699331305554e-05
互跪,1,6.270899777101851e-06
勤,19,0.00011914709576493518
佛慧,1,6.270899777101851e-06
德號,1,6.270899777101851e-06
乞食,172,0.0010785947616615186
末利,3,1.8812699331305554e-05
雜華,1,6.270899777101851e-06
毛道,1,6.270899777101851e-06
羅門,115,0.0007211534743667129
我事,1,6.270899777101851e-06
羅閱,3,1.8812699331305554e-05
上座,128,0.000802675171469037
優多羅僧,9,5.643809799391666e-05
鬼,44,0.0002759195901924815
著心,40,0.00025083599108407405
中觀,1,6.270899777101851e-06
南無,3,1.8812699331305554e-05
佛法,108,0.000677257175927
三種得,1,6.270899777101851e-06
竹園,7,4.389629843971296e-05
遠離樂,1,6.270899777101851e-06
禪定,1,6.270899777101851e-06
清淨心,1,6.270899777101851e-06
石女,1,6.270899777101851e-06
莊嚴,16,0.00010033439643362962
諸欲,2,1.2541799554203703e-05
德行,1,6.270899777101851e-06
留難,4,2.5083599108407405e-05
蛇,47,0.000294732289523787
反抄,19,0.00011914709576493518
見佛,32,0.00020066879286725924
毘蘭若,7,4.389629843971296e-05
慈,64,0.0004013375857345185
空,110,0.0006897989754812037
果,150,0.0009406349665652778
瞋恚,13,8.152169710232407e-05
微妙,3,1.8812699331305554e-05
業報,2,1.2541799554203703e-05
應本,1,6.270899777101851e-06
禪屋,1,6.270899777101851e-06
牛王,1,6.270899777101851e-06
師子王,1,6.270899777101851e-06
見取,1,6.270899777101851e-06
琉璃王,11,6.897989754812037e-05
諸根,11,6.897989754812037e-05
優波斯那,10,6.270899777101851e-05
希有,15,9.406349665652778e-05
四無量,1,6.270899777101851e-06
示導,1,6.270899777101851e-06
樂受,1,6.270899777101851e-06
智,42,0.00026337779063827774
降伏,6,3.762539866261111e-05
憍,25,0.00015677249442754628
白二羯磨,72,0.0004515047839513333
堪能,1,6.270899777101851e-06
梵志,22,0.00013795979509624074
所藏,1,6.270899777101851e-06
式叉摩那,249,0.001561454044498361
佛眼,1,6.270899777101851e-06
善,367,0.0023014202181963796
摩訶,13,8.152169710232407e-05
加尸,1,6.270899777101851e-06
布薩,222,0.001392139750516611
力士,25,0.00015677249442754628
精氣,1,6.270899777101851e-06
梵壇,4,2.5083599108407405e-05
見地,1,6.270899777101851e-06
在世,3,1.8812699331305554e-05
飛行,1,6.270899777101851e-06
摩羅,2,1.2541799554203703e-05
梵天,16,0.00010033439643362962
生老病死,8,5.016719821681481e-05
柔軟語,3,1.8812699331305554e-05
中食,11,6.897989754812037e-05
變化,2,1.2541799554203703e-05
上人,1,6.270899777101851e-06
迦絺那,46,0.0002884613897466852
解脫,53,0.00033235768818639814
羅,1547,0.009701081955176565
斯陀含,2,1.2541799554203703e-05
大比丘,24,0.00015050159465044443
末伽,1,6.270899777101851e-06
寶珠,1,6.270899777101851e-06
教授阿闍梨,2,1.2541799554203703e-05
佛經,6,3.762539866261111e-05
門神,6,3.762539866261111e-05
眾生說,1,6.270899777101851e-06
知世間,1,6.270899777101851e-06
頗,11,6.897989754812037e-05
見大,1,6.270899777101851e-06
應現,2,1.2541799554203703e-05
樂行,6,3.762539866261111e-05
馬,62,0.0003887957861803148
圓光,4,2.5083599108407405e-05
毘富羅,1,6.270899777101851e-06
羅睺羅,38,0.00023829419152987037
力,124,0.0007775915723606296
甚深,3,1.8812699331305554e-05
瓦鉢,4,2.5083599108407405e-05
忍辱,1,6.270899777101851e-06
中道,6,3.762539866261111e-05
佛種,245,0.0015363704453899537
毘舍佉,38,0.00023829419152987037
自,1053,0.006603257465288249
地,374,0.0023453165166360925
歡喜,80,0.0005016719821681481
盆,3,1.8812699331305554e-05
依地,2,1.2541799554203703e-05
尼犍子,2,1.2541799554203703e-05
無,1196,0.007499996133413815
阿練若,67,0.0004201502850658241
婆陀,1,6.270899777101851e-06
出佛身血,3,1.8812699331305554e-05
閻浮,12,7.525079732522222e-05
須陀洹,12,7.525079732522222e-05
凡夫,10,6.270899777101851e-05
循身觀,1,6.270899777101851e-06
樂修,16,0.00010033439643362962
事火,7,4.389629843971296e-05
菩薩,39,0.0002445650913069722
身火,5,3.135449888550926e-05
夫人,32,0.00020066879286725924
里,92,0.0005769227794933704
火聚,2,1.2541799554203703e-05
調御丈夫,1,6.270899777101851e-06
波逸提,689,0.004320649946423176
未離欲,4,2.5083599108407405e-05
知者,8,5.016719821681481e-05
柔軟,7,4.389629843971296e-05
快樂,1,6.270899777101851e-06
般泥洹,8,5.016719821681481e-05
提舍,31,0.0001943978930901574
八萬四,7,4.389629843971296e-05
阿那律,40,0.00025083599108407405
應作,83,0.0005204846814994536
應供,19,0.00011914709576493518
大迦葉,10,6.270899777101851e-05
等供,2,1.2541799554203703e-05
應人,1,6.270899777101851e-06
婆那,1,6.270899777101851e-06
八聖道,2,1.2541799554203703e-05
示教,44,0.0002759195901924815
阿,623,0.0039067705611344535
阿羅漢果,1,6.270899777101851e-06
師子吼,1,6.270899777101851e-06
