Commentary on Four-Part Vinaya,,,Base Text (Four-part Vinaya),,
Word,Count,Freq.,Word,Count,Freq
善根,13,0.0001107440946,見佛,28,8.33E-05
不斷,13,0.0001107440946,五衣,28,8.33E-05
行籌,13,0.0001107440946,坐禪,28,8.33E-05
師子,13,0.0001107440946,人見,28,8.33E-05
禁戒,13,0.0001107440946,三惡,28,8.33E-05
形像,13,0.0001107440946,信施,28,8.33E-05
無我,13,0.0001107440946,七寶,28,8.33E-05
奴婢,13,0.0001107440946,向上,27,8.03E-05
木叉,13,0.0001107440946,見處,27,8.03E-05
入眾,13,0.0001107440946,羅睺,27,8.03E-05
三五,13,0.0001107440946,種子,27,8.03E-05
究竟,13,0.0001107440946,般陀,27,8.03E-05
染衣,13,0.0001107440946,憶持,27,8.03E-05
出世,13,0.0001107440946,那羅,27,8.03E-05
殺生,13,0.0001107440946,時食,27,8.03E-05
能持,13,0.0001107440946,諸塵,27,8.03E-05
三毒,13,0.0001107440946,攝取,27,8.03E-05
一念,13,0.0001107440946,誦律,26,7.73E-05
淨戒,13,0.0001107440946,故二,26,7.73E-05
四事,13,0.0001107440946,末利,26,7.73E-05
放逸,13,0.0001107440946,我者,26,7.73E-05
正念,13,0.0001107440946,男女,26,7.73E-05
非情,13,0.0001107440946,法食,26,7.73E-05
僧界,13,0.0001107440946,欲法,26,7.73E-05
生經,13,0.0001107440946,邪命,26,7.73E-05
立法,13,0.0001107440946,法相,26,7.73E-05
經論,13,0.0001107440946,龍牙,26,7.73E-05
內衣,12,0.0001022253181,開化,26,7.73E-05
打靜,12,0.0001022253181,起者,25,7.44E-05
十利,12,0.0001022253181,聲聞,25,7.44E-05
如說,12,0.0001022253181,僧物,25,7.44E-05
不請,12,0.0001022253181,無餘,25,7.44E-05
中品,12,0.0001022253181,無量,25,7.44E-05
解界,12,0.0001022253181,世人,25,7.44E-05
對治,12,0.0001022253181,摩夷,25,7.44E-05
佛語,12,0.0001022253181,所有,25,7.44E-05
五明,12,0.0001022253181,剎利,25,7.44E-05
黃門,12,0.0001022253181,反抄,25,7.44E-05
惡人,12,0.0001022253181,舊住,25,7.44E-05
瞻病,12,0.0001022253181,貪欲,25,7.44E-05
八不,12,0.0001022253181,無疑,25,7.44E-05
隨一,12,0.0001022253181,邪見,25,7.44E-05
安隱,12,0.0001022253181,須陀,25,7.44E-05
道業,12,0.0001022253181,衣法,25,7.44E-05
師僧,12,0.0001022253181,毒蛇,25,7.44E-05
內煮,12,0.0001022253181,初夜,25,7.44E-05
人見,12,0.0001022253181,三語,25,7.44E-05
一句,12,0.0001022253181,天王,24,7.14E-05
三自,12,0.0001022253181,持者,24,7.14E-05
作戒,12,0.0001022253181,愛念,24,7.14E-05
隨緣,12,0.0001022253181,道中,24,7.14E-05
高座,12,0.0001022253181,我聞,24,7.14E-05
心相,12,0.0001022253181,餓鬼,24,7.14E-05
智慧,12,0.0001022253181,迦旃,24,7.14E-05
欲法,12,0.0001022253181,珍寶,24,7.14E-05
右手,12,0.0001022253181,光明,24,7.14E-05
練若,12,0.0001022253181,化作,24,7.14E-05
名僧,12,0.0001022253181,果證,24,7.14E-05
教令,12,0.0001022253181,旃延,24,7.14E-05
定慧,12,0.0001022253181,得果,24,7.14E-05
散華,12,0.0001022253181,長生,23,6.84E-05
法滅,12,0.0001022253181,發露,23,6.84E-05
抖擻,12,0.0001022253181,竹園,23,6.84E-05
法應,12,0.0001022253181,取與,23,6.84E-05
人有,12,0.0001022253181,威神,23,6.84E-05
迦葉,12,0.0001022253181,二根,23,6.84E-05
人相,12,0.0001022253181,三句,23,6.84E-05
亡者,12,0.0001022253181,一界,23,6.84E-05
遮難,11,9.37E-05,時衣,23,6.84E-05
五篇,11,9.37E-05,作法,23,6.84E-05
二食,11,9.37E-05,有教,23,6.84E-05
誦律,11,9.37E-05,華鬘,23,6.84E-05
施物,11,9.37E-05,四波,23,6.84E-05
十住,11,9.37E-05,勸化,23,6.84E-05
石蜜,11,9.37E-05,四禪,23,6.84E-05
方相,11,9.37E-05,決定,23,6.84E-05
貪著,11,9.37E-05,婆城,22,6.54E-05
應法,11,9.37E-05,實語,22,6.54E-05
凡聖,11,9.37E-05,身行,22,6.54E-05
學悔,11,9.37E-05,無欲,22,6.54E-05
食前,11,9.37E-05,無畏,22,6.54E-05
凡夫,11,9.37E-05,法教,22,6.54E-05
無邊,11,9.37E-05,毘曇,22,6.54E-05
拘盧,11,9.37E-05,慧學,21,6.25E-05
報恩,11,9.37E-05,女賊,21,6.25E-05
道中,11,9.37E-05,不覺,21,6.25E-05
小乘,11,9.37E-05,提桓,21,6.25E-05
道人,11,9.37E-05,戒場,21,6.25E-05
行人,11,9.37E-05,如意,21,6.25E-05
國王,11,9.37E-05,神通,21,6.25E-05
