word,num_1462,freq_1462
慧學,1,1.060399834132819e-05
無貪,1,1.060399834132819e-05
八十種好,3,3.181199502398457e-05
二道,6,6.362399004796914e-05
鹿,44,0.0004665759270184404
犍,12,0.00012724798009593828
持律第一,1,1.060399834132819e-05
行住坐臥,4,4.241599336531276e-05
無足,5,5.3019991706640956e-05
觀法,5,5.3019991706640956e-05
多生,1,1.060399834132819e-05
祇夜,1,1.060399834132819e-05
身業,17,0.00018026797180257923
依止師,2,2.120799668265638e-05
活,29,0.00030751595189851754
十二佛,1,1.060399834132819e-05
三佛陀,7,7.422798838929733e-05
身根,1,1.060399834132819e-05
阿摩,6,6.362399004796914e-05
塵欲,1,1.060399834132819e-05
天上,19,0.00020147596848523562
天人,61,0.0006468438988210196
慧心,1,1.060399834132819e-05
思惟,21,0.000222683965167892
惡說,1,1.060399834132819e-05
僧戒,1,1.060399834132819e-05
五穀,3,3.181199502398457e-05
惡語,8,8.483198673062553e-05
二門,1,1.060399834132819e-05
天使,3,3.181199502398457e-05
六識,5,5.3019991706640956e-05
五篇,5,5.3019991706640956e-05
無記,12,0.00012724798009593828
二離,2,2.120799668265638e-05
十法,4,4.241599336531276e-05
鹽牟那,1,1.060399834132819e-05
八聖,1,1.060399834132819e-05
八聚,1,1.060399834132819e-05
因,360,0.0038174394028781485
阿耨達,3,3.181199502398457e-05
無諍,1,1.060399834132819e-05
誓言,5,5.3019991706640956e-05
伽耶,1,1.060399834132819e-05
深法,1,1.060399834132819e-05
道者,22,0.0002332879635092202
惡觸,1,1.060399834132819e-05
六親,2,2.120799668265638e-05
惡見,3,3.181199502398457e-05
世相,1,1.060399834132819e-05
六處,3,3.181199502398457e-05
無著,2,2.120799668265638e-05
二食,1,1.060399834132819e-05
有一人,9,9.543598507195372e-05
頂禮,8,8.483198673062553e-05
道行,4,4.241599336531276e-05
真實,23,0.0002438919618505484
五眾,12,0.00012724798009593828
十指,1,1.060399834132819e-05
八輩,1,1.060399834132819e-05
行道,3,3.181199502398457e-05
慧光,1,1.060399834132819e-05
十惡,4,4.241599336531276e-05
無餘涅槃,2,2.120799668265638e-05
真如,1,1.060399834132819e-05
頭面作禮,3,3.181199502398457e-05
多羅,92,0.0009755678474021935
懈怠,20,0.00021207996682656382
世界,17,0.00018026797180257923
夜叉,56,0.0005938239071143787
起者,12,0.00012724798009593828
空無,10,0.00010603998341328191
道諦,5,5.3019991706640956e-05
決定住,1,1.060399834132819e-05
觀慧,1,1.060399834132819e-05
悲心,6,6.362399004796914e-05
不與取,2,2.120799668265638e-05
安立,3,3.181199502398457e-05
大羅漢,1,1.060399834132819e-05
大信,1,1.060399834132819e-05
通力,21,0.000222683965167892
僧殘,52,0.000551407913749066
難行,1,1.060399834132819e-05
僧次,3,3.181199502398457e-05
通利,4,4.241599336531276e-05
什物,1,1.060399834132819e-05
明相,25,0.00026509995853320477
無上法,5,5.3019991706640956e-05
無道心,1,1.060399834132819e-05
別請,2,2.120799668265638e-05
吒,3,3.181199502398457e-05
檀那,4,4.241599336531276e-05
壽命,24,0.00025449596019187657
十方,1,1.060399834132819e-05
聲聞,71,0.0007528838822343015
阿梨,2,2.120799668265638e-05
娑羅,3,3.181199502398457e-05
誑,15,0.00015905997511992287
行陰,1,1.060399834132819e-05
尊者,5,5.3019991706640956e-05
懺悔,53,0.0005620119120903942
誦律,1,1.060399834132819e-05
迦陵頻伽,1,1.060399834132819e-05
梵天界,1,1.060399834132819e-05
伽藍,8,8.483198673062553e-05
八難,3,3.181199502398457e-05
大利,3,3.181199502398457e-05
單,7,7.422798838929733e-05
施物,2,2.120799668265638e-05
一切智,12,0.00012724798009593828
