word,num1804,freq1804,num1428,freq1428,freq_diff,num_1421,freq_1421,delta_1421,num_1435,freq_1435,delta_1435,num_1425,freq_1425,delta_1425,num_1462,freq_1462,delta_1462,averaged_delta_mf
惡念,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,1.060399834132819e-05,-2.085221833761866e-06,6.3979768393006865e-06
夏臘,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
坊,25.0,0.0002129694126891581,9.0,2.677381373634692e-05,0.00018619559895281118,91.0,0.0005706518797162685,-0.0003576824670271104,330.0,0.0008930864504370158,-0.0006801170377478576,57.0,0.00021991562179604507,-6.946209106886968e-06,2.0,2.120799668265638e-05,0.00019176141600650172,-0.0001333577397845084
長鉢,2.0,1.703755301513265e-05,11.0,3.2723550122201785e-05,-1.5685997107069136e-05,4.0,2.5083599108407402e-05,-8.046046093274753e-06,12.0,3.24758709249824e-05,-1.5438317909849748e-05,10.0,3.858168803439387e-05,-2.1544135019261223e-05,2.0,2.120799668265638e-05,-4.170443667523732e-06,-1.2976987959395717e-05
六念,6.0,5.111265904539795e-05,0.0,0.0,5.111265904539795e-05,0.0,0.0,5.111265904539795e-05,0.0,0.0,5.111265904539795e-05,1.0,3.858168803439388e-06,4.725449024195856e-05,1.0,1.060399834132819e-05,4.0508660704069755e-05,4.822022561644443e-05
無常,16.0,0.0001363004241210612,18.0,5.354762747269384e-05,8.275279664836735e-05,17.0,0.00010660529621073148,2.9695127910329714e-05,43.0,0.00011637187081452024,1.9928553306540955e-05,79.0,0.0003047953354717116,-0.00016849491135065043,30.0,0.0003181199502398457,-0.0001818195261187845,-4.3587591920839385e-05
優波離,3.0,2.5556329522698967e-05,150.0,0.0004462302289391152,-0.0004206738994164162,53.0,0.0003323576881863981,-0.0003068013586636991,241.0,0.0006522237410767298,-0.0006266674115540308,118.0,0.00045526391880584767,-0.0004297075892831487,39.0,0.0004135559353117994,-0.0003879996057891004,-0.000434369972941279
如是,251.0,0.002138212903399148,4141.0,0.012318929186912507,-0.01018071628351336,1348.0,0.008453172899533295,-0.006314959996134148,2478.0,0.006706267346008865,-0.0045680544426097165,2034.0,0.007847515346195714,-0.005709302442796566,672.0,0.007125886885372544,-0.0049876739819733965,-0.006352141429405436
道化,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,6.2708997771018505e-06,2.247876730464474e-06,0.0,0.0,8.518776507566325e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,0.0,0.0,8.518776507566325e-06,6.492962791458077e-06
外護,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
取,520.0,0.004429763783934488,1253.0,0.003727509845738076,0.0007022539381964124,530.0,0.0033235768818639807,0.0011061869020705076,1456.0,0.003940405672231197,0.0004893581117032912,1033.0,0.003985488373952888,0.00044427540998159994,601.0,0.006373003003138243,-0.0019432392192037544,0.00015976702854961135
界分,6.0,5.111265904539795e-05,1.0,2.9748681929274358e-06,4.813779085247051e-05,0.0,0.0,5.111265904539795e-05,1.0,2.706322577081866e-06,4.840633646831608e-05,2.0,7.716337606878775e-06,4.339632143851917e-05,0.0,0.0,5.111265904539795e-05,4.8433153370020326e-05
天食,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,6.0,1.62379354624912e-05,-7.719158954924874e-06,2.0,7.716337606878775e-06,8.024389006875496e-07,0.0,0.0,8.518776507566325e-06,3.72792189369233e-06
性重戒,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
周那,1.0,8.518776507566325e-06,2.0,5.9497363858548715e-06,2.569040121711453e-06,1.0,6.2708997771018505e-06,2.247876730464474e-06,9.0,2.43569031937368e-05,-1.5838126686170475e-05,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.2032686362276201e-06
二種羯磨,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,2.706322577081866e-06,5.812453930484458e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,7.977511992149952e-06
伽藍神,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
即離,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,2.0,2.120799668265638e-05,-1.2689220175090057e-05,3.5055434103471703e-06
法律經,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
內心,9.0,7.666898856809692e-05,3.0,8.924604578782306e-06,6.774438398931461e-05,0.0,0.0,7.666898856809692e-05,0.0,0.0,7.666898856809692e-05,5.0,1.9290844017196936e-05,5.737814455089998e-05,0.0,0.0,7.666898856809692e-05,7.102589884890106e-05
九瘡,1.0,8.518776507566325e-06,1.0,2.9748681929274358e-06,5.543908314638889e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,7.923802868980837e-06
齋法,3.0,2.5556329522698967e-05,10.0,2.9748681929274354e-05,-4.192352406575387e-06,0.0,0.0,2.5556329522698967e-05,1.0,2.706322577081866e-06,2.2850006945617102e-05,1.0,3.858168803439388e-06,2.1698160719259578e-05,0.0,0.0,2.5556329522698967e-05,1.8293694860739845e-05
如意,4.0,3.40751060302653e-05,21.0,6.247223205147615e-05,-2.8397126021210847e-05,1.0,6.2708997771018505e-06,2.7804206253163447e-05,15.0,4.059483865622799e-05,-6.519732625962693e-06,4.0,1.543267521375755e-05,1.864243081650775e-05,0.0,0.0,3.40751060302653e-05,9.120976890552591e-06
通論,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
門,219.0,0.001865612055157025,1594.0,0.0047419398995263325,-0.0028763278443693077,697.0,0.004370817144639991,-0.002505205089482966,1122.0,0.003036493931485854,-0.001170881876328829,920.0,0.003549515299164237,-0.0016839032440072118,367.0,0.003891667391267446,-0.0020260553361104213,-0.002052474678059747
提舍尼,11.0,9.370654158322957e-05,44.0,0.00013089420048880714,-3.718765890557757e-05,24.0,0.00015050159465044443,-5.679505306721486e-05,145.0,0.0003924167736768706,-0.000298710232093641,44.0,0.00016975942735133304,-7.605288576810347e-05,13.0,0.00013785197843726652,-4.4145436854036945e-05,-0.00010257825333771479
天龍,6.0,5.111265904539795e-05,2.0,5.9497363858548715e-06,4.516292265954307e-05,1.0,6.2708997771018505e-06,4.4841759268296096e-05,0.0,0.0,5.111265904539795e-05,0.0,0.0,5.111265904539795e-05,4.0,4.241599336531276e-05,8.696665680085185e-06,4.018533313974405e-05
即非,4.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,1.0,1.060399834132819e-05,2.3471107688937106e-05,3.195430636199966e-05
內庫,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
無始,5.0,4.259388253783162e-05,1.0,2.9748681929274358e-06,3.9619014344904186e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,1.0,3.858168803439388e-06,3.8735713734392234e-05,5.0,5.301999170664096e-05,-1.042610916880934e-05,3.062327679723006e-05
九眾,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,3.0,3.181199502398457e-05,-2.3293218516418246e-05,1.3847437420815326e-06
道品,1.0,8.518776507566325e-06,1.0,2.9748681929274358e-06,5.543908314638889e-06,1.0,6.2708997771018505e-06,2.247876730464474e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,6.669622913560468e-06
通覆,1.0,8.518776507566325e-06,1.0,2.9748681929274358e-06,5.543908314638889e-06,1.0,6.2708997771018505e-06,2.247876730464474e-06,0.0,0.0,8.518776507566325e-06,4.0,1.543267521375755e-05,-6.9138987061912255e-06,0.0,0.0,8.518776507566325e-06,3.5830878708089574e-06
惡報,1.0,8.518776507566325e-06,1.0,2.9748681929274358e-06,5.543908314638889e-06,0.0,0.0,8.518776507566325e-06,1.0,2.706322577081866e-06,5.812453930484458e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,7.382538353564464e-06
六塵,5.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,1.0,1.060399834132819e-05,3.198988419650343e-05,4.047308286956598e-05
大菩薩,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,2.0,2.120799668265638e-05,-4.170443667523732e-06,1.2795953678601373e-05
福報,3.0,2.5556329522698967e-05,1.0,2.9748681929274358e-06,2.258146132977153e-05,1.0,6.2708997771018505e-06,1.9285429745597116e-05,0.0,0.0,2.5556329522698967e-05,5.0,1.9290844017196936e-05,6.265485505502031e-06,1.0,1.060399834132819e-05,1.4952331181370776e-05,1.7728207456988085e-05
六方禮,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
六大,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,5.0,1.353161288540933e-05,3.5059401297233187e-06,1.0,3.858168803439388e-06,1.317938421169326e-05,3.0,3.181199502398457e-05,-1.4774442008851921e-05,7.197197672565991e-06
大門,4.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,2.0,5.412645154163732e-06,2.8662460876101566e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,3.299257699943255e-05
無學,7.0,5.963143555296427e-05,7.0,2.0824077350492045e-05,3.8807358202472224e-05,9.0,5.643809799391666e-05,3.19333755904761e-06,28.0,7.577703215829225e-05,-1.614559660532798e-05,6.0,2.3149012820636325e-05,3.648242273232795e-05,3.0,3.181199502398457e-05,2.78194405289797e-05,1.8031392483499897e-05
行人,11.0,9.370654158322957e-05,19.0,5.6522495665621264e-05,3.7184045917608307e-05,43.0,0.00026964869041537964,-0.00017594214883215006,25.0,6.765806442704666e-05,2.604847715618291e-05,86.0,0.0003318025170957873,-0.00023809597551255774,1.0,1.060399834132819e-05,8.310254324190138e-05,-5.3540611605803036e-05
通行,4.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,1.0,2.706322577081866e-06,3.1368783453183434e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,3.3533841514848926e-05
隨意,35.0,0.0002981571777648214,106.0,0.0003153360284503081,-1.717885068548675e-05,48.0,0.00030100318930088887,-2.8460115360674906e-06,129.0,0.0003491156124435608,-5.0958434678739437e-05,44.0,0.00016975942735133304,0.00012839775041348833,33.0,0.0003499319452638303,-5.1774767499008936e-05,1.1279372028371433e-06
無安,1.0,8.518776507566325e-06,7.0,2.0824077350492045e-05,-1.230530084292572e-05,0.0,0.0,8.518776507566325e-06,1.0,2.706322577081866e-06,5.812453930484458e-06,0.0,0.0,8.518776507566325e-06,1.0,1.060399834132819e-05,-2.085221833761866e-06,1.691896853785904e-06
行乞,3.0,2.5556329522698967e-05,5.0,1.4874340964637177e-05,1.068198855806179e-05,7.0,4.389629843971296e-05,-1.8339968917013993e-05,49.0,0.00013260980627701144,-0.00010705347675431248,54.0,0.00020834111538572687,-0.0001827847858630279,4.0,4.241599336531276e-05,-1.6859663842613796e-05,-6.287118136378127e-05
初禪,1.0,8.518776507566325e-06,9.0,2.677381373634692e-05,-1.8255037228780596e-05,1.0,6.2708997771018505e-06,2.247876730464474e-06,32.0,8.660232246661971e-05,-7.808354595905339e-05,2.0,7.716337606878775e-06,8.024389006875496e-07,26.0,0.00027570395687453303,-0.0002671851803669667,-7.209468958472974e-05
無實,1.0,8.518776507566325e-06,3.0,8.924604578782306e-06,-4.05828071215981e-07,0.0,0.0,8.518776507566325e-06,2.0,5.412645154163732e-06,3.1061313534025926e-06,2.0,7.716337606878775e-06,8.024389006875496e-07,2.0,2.120799668265638e-05,-1.2689220175090057e-05,-1.335402969299144e-07
舍衛城,1.0,8.518776507566325e-06,52.0,0.00015469314603222664,-0.00014617436952466033,161.0,0.001009614864113398,-0.0010010960876058318,86.0,0.00023274374162904048,-0.00022422496512147414,896.0,0.003456919247881691,-0.0034484004713741245,2.0,2.120799668265638e-05,-1.2689220175090057e-05,-0.0009665170227602361
行一,7.0,5.963143555296427e-05,10.0,2.9748681929274354e-05,2.9882753623689918e-05,2.0,1.2541799554203704e-05,4.708963599876057e-05,2.0,5.412645154163732e-06,5.421879039880054e-05,5.0,1.9290844017196936e-05,4.034059153576733e-05,0.0,0.0,5.963143555296427e-05,4.623264142199653e-05
別受,4.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,2.0,1.2541799554203704e-05,2.1533306476061596e-05,6.0,1.62379354624912e-05,1.78371705677741e-05,5.0,1.9290844017196936e-05,1.4784262013068363e-05,8.0,8.483198673062553e-05,-5.075688070036023e-05,7.494592877361824e-06
取與,7.0,5.963143555296427e-05,23.0,6.842196843733101e-05,-8.790532884366735e-06,1.0,6.2708997771018505e-06,5.336053577586242e-05,2.0,5.412645154163732e-06,5.421879039880054e-05,3.0,1.1574506410318166e-05,4.8056929142646105e-05,1.0,1.060399834132819e-05,4.902743721163608e-05,3.9174631928915684e-05
不淨,140.0,0.0011926287110592855,464.0,0.0013803388415183301,-0.0001877101304590446,168.0,0.001053511162553111,0.00013911754850617452,458.0,0.0012394957403034947,-4.6867029244209183e-05,231.0,0.0008912369935944985,0.00030139171746478705,112.0,0.0011876478142287571,4.9808968305283755e-06,4.218260061964723e-05
真諦,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,3.0,1.8812699331305554e-05,-1.7751463161729049e-06,0.0,0.0,1.703755301513265e-05,7.0,2.700718162407571e-05,-9.969628608943062e-06,0.0,0.0,1.703755301513265e-05,7.873576824056396e-06
八師,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
我聞,2.0,1.703755301513265e-05,24.0,7.139683663025843e-05,-5.435928361512578e-05,22.0,0.00013795979509624074,-0.0001209222420811081,18.0,4.871380638747359e-05,-3.1676253372340944e-05,30.0,0.00011574506410318162,-9.870751108804897e-05,2.0,2.120799668265638e-05,-4.170443667523732e-06,-6.196714676482951e-05
如法,158.0,0.0013459666881954792,692.0,0.0020586087895057854,-0.0007126421013103062,266.0,0.0016680593407090926,-0.0003220926525136134,803.0,0.0021731770293967386,-0.0008272103412012594,349.0,0.0013465009124003465,-5.342242048672965e-07,6.0,6.362399004796914e-05,0.00128234269814751,-0.00011602732421650726
我者,3.0,2.5556329522698967e-05,26.0,7.734657301611332e-05,-5.179024349341435e-05,9.0,5.643809799391666e-05,-3.0881768471217695e-05,16.0,4.3301161233309857e-05,-1.774483171061089e-05,19.0,7.330520726534836e-05,-4.7748877742649394e-05,7.0,7.422798838929732e-05,-4.867165886659835e-05,-3.936747605689814e-05
坐夏,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
滅羯磨,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,3.0,8.1189677312456e-06,3.9980877632072525e-07,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,6.894982961317204e-06
道場,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
勝鬘經,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
船師,1.0,8.518776507566325e-06,3.0,8.924604578782306e-06,-4.05828071215981e-07,0.0,0.0,8.518776507566325e-06,2.0,5.412645154163732e-06,3.1061313534025926e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,0.0,0.0,8.518776507566325e-06,4.879692800289239e-06
萬法,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,5.0,1.9290844017196936e-05,-1.0772067509630611e-05,1.0,1.060399834132819e-05,-2.085221833761866e-06,2.5398080358612994e-06
界如,1.0,8.518776507566325e-06,3.0,8.924604578782306e-06,-4.05828071215981e-07,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,1.060399834132819e-05,-2.085221833761866e-06,4.613055923544225e-06
師教,3.0,2.5556329522698967e-05,9.0,2.677381373634692e-05,-1.217484213647953e-06,16.0,0.00010033439643362961,-7.477806691093063e-05,21.0,5.68327741187192e-05,-3.1276444596020234e-05,4.0,1.543267521375755e-05,1.0123654308941417e-05,9.0,9.543598507195372e-05,-6.987965554925476e-05,-3.340559939218243e-05
壞法,5.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,4.0,1.0825290308327464e-05,3.176859222950416e-05,1.0,3.858168803439388e-06,3.8735713734392234e-05,0.0,0.0,4.259388253783162e-05,3.9657190715478244e-05
道士,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,26.0,0.00027570395687453303,-0.0002671851803669667,-4.739364862802816e-05
大魚,1.0,8.518776507566325e-06,1.0,2.9748681929274358e-06,5.543908314638889e-06,1.0,6.2708997771018505e-06,2.247876730464474e-06,3.0,8.1189677312456e-06,3.9980877632072525e-07,2.0,7.716337606878775e-06,8.024389006875496e-07,1.0,1.060399834132819e-05,-2.085221833761866e-06,1.3817621776699545e-06
界外,51.0,0.0004344576018858825,102.0,0.0003034365556785984,0.00013102104620728414,32.0,0.00020066879286725922,0.0002337888090186233,248.0,0.0006711679991163028,-0.00023671039723042027,17.0,6.558886965846958e-05,0.00036886873222741293,18.0,0.00019087197014390744,0.00024358563174197508,0.00014811076439297504
沙彌尼,24.0,0.00020445063618159182,426.0,0.0012672938501870875,-0.0010628432140054956,250.0,0.0015677249442754627,-0.0013632743080938708,297.0,0.0008037778053933143,-0.0005993271692117225,58.0,0.00022377379059948448,-1.9323154417892662e-05,9.0,9.543598507195372e-05,0.0001090146511096381,-0.0005871506389238687
天道,2.0,1.703755301513265e-05,1.0,2.9748681929274358e-06,1.4062684822205213e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,7.0,7.422798838929732e-05,-5.719043537416467e-05,1.5969816986876976e-06
六味,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
犍稚,8.0,6.81502120605306e-05,0.0,0.0,6.81502120605306e-05,1.0,6.2708997771018505e-06,6.187931228342875e-05,7.0,1.8944258039573064e-05,4.920595402095753e-05,0.0,0.0,6.81502120605306e-05,0.0,0.0,6.81502120605306e-05,6.310718049719562e-05
如,1690.0,0.014396732297787087,7189.0,0.02138632743895533,-0.006989595141168243,2714.0,0.017019221995054425,-0.002622489697267338,4704.0,0.0127305414025931,0.001666190895193988,4588.0,0.01770127847017991,-0.0033045461723928225,1640.0,0.017390557279778233,-0.0029938249819911455,-0.002848853019525112
六和,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.0,5.412645154163732e-06,2.0143684368535234e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.447380049186622e-05
識外道,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
念戒,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,1.060399834132819e-05,-2.085221833761866e-06,6.3979768393006865e-06
內凡,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.5556329522698967e-05
髮塔,1.0,8.518776507566325e-06,1.0,2.9748681929274358e-06,5.543908314638889e-06,0.0,0.0,8.518776507566325e-06,2.0,5.412645154163732e-06,3.1061313534025926e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,6.841273838148091e-06
長養,5.0,4.259388253783162e-05,4.0,1.189947277170974e-05,3.069440976612189e-05,3.0,1.8812699331305554e-05,2.378118320652607e-05,0.0,0.0,4.259388253783162e-05,97.0,0.00037424237393362056,-0.00033164849139578895,0.0,0.0,4.259388253783162e-05,-3.839702666949555e-05
道安,4.0,3.40751060302653e-05,5.0,1.4874340964637177e-05,1.920076506562812e-05,0.0,0.0,3.40751060302653e-05,1.0,2.706322577081866e-06,3.1368783453183434e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,3.0558973321921495e-05
善神,4.0,3.40751060302653e-05,2.0,5.9497363858548715e-06,2.8125369644410427e-05,4.0,2.5083599108407402e-05,8.991506921857896e-06,6.0,1.62379354624912e-05,1.78371705677741e-05,0.0,0.0,3.40751060302653e-05,1.0,1.060399834132819e-05,2.3471107688937106e-05,2.2500052170648967e-05
地持論,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
大願,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
真要,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
兜率天,2.0,1.703755301513265e-05,1.0,2.9748681929274358e-06,1.4062684822205213e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.0,3.858168803439388e-06,1.317938421169326e-05,3.0,3.181199502398457e-05,-1.4774442008851921e-05,9.308546611062368e-06
罣礙,1.0,8.518776507566325e-06,4.0,1.189947277170974e-05,-3.380696264143415e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,2.0,7.716337606878775e-06,8.024389006875496e-07,0.0,0.0,8.518776507566325e-06,4.595614431848622e-06
長食,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,7.0,4.389629843971296e-05,-3.5377521932146635e-05,2.0,5.412645154163732e-06,3.1061313534025926e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,-1.3430122112090139e-06
無垢,1.0,8.518776507566325e-06,15.0,4.462302289391153e-05,-3.61042463863452e-05,2.0,1.2541799554203704e-05,-4.02302304663738e-06,1.0,2.706322577081866e-06,5.812453930484458e-06,3.0,1.1574506410318166e-05,-3.0557299027518413e-06,5.0,5.301999170664096e-05,-4.450121519907464e-05,-1.637435212086492e-05
妙,14.0,0.00011926287110592854,37.0,0.00011007012313831509,9.192747967613454e-06,72.0,0.0004515047839513333,-0.0003322419128454048,51.0,0.00013802245143117517,-1.8759580325246626e-05,46.0,0.0001774757649582118,-5.8212893852283265e-05,30.0,0.0003181199502398457,-0.00019885707913391715,-0.00011977574363784768
別報,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,2.0,7.716337606878775e-06,8.024389006875496e-07,0.0,0.0,8.518776507566325e-06,6.975508986190569e-06
體露,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,6.0,2.3149012820636325e-05,-1.463023631307e-05,0.0,0.0,8.518776507566325e-06,3.88897394343906e-06
魚,8.0,6.81502120605306e-05,56.0,0.00016659261880393636,-9.844240674340577e-05,15.0,9.406349665652778e-05,-2.591328459599718e-05,72.0,0.0001948552255498944,-0.0001267050134893638,66.0,0.0002546391410269996,-0.00018648892896646902,45.0,0.00047717992535976857,-0.00040902971329923797,-0.00016931586941889475
無價,2.0,1.703755301513265e-05,2.0,5.9497363858548715e-06,1.1087816629277778e-05,1.0,6.2708997771018505e-06,1.0766653238030798e-05,5.0,1.353161288540933e-05,3.5059401297233187e-06,1.0,3.858168803439388e-06,1.317938421169326e-05,2.0,2.120799668265638e-05,-4.170443667523732e-06,6.8738701082402845e-06
國王,11.0,9.370654158322957e-05,51.0,0.0001517182778392992,-5.801173625606962e-05,19.0,0.00011914709576493518,-2.5440554181705612e-05,12.0,3.24758709249824e-05,6.123067065824718e-05,24.0,9.25960512825453e-05,1.1104903006842702e-06,14.0,0.00014845597677859467,-5.47494351953651e-05,-1.5172112934841776e-05
